UploadId,FileName,UseForTraining,PlantId,MinX,MaxX,MinY,MaxY,Approved,Injected
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,399,544,247,377,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,483,665,416,522,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-15,2340,2448,372,558,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1734,1852,519,640,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1716,1825,1920,2040,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,350,528,967,1110,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,468,604,320,437,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,514,626,1254,1400,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,339,516,333,466,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1747,1843,478,540,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1718,1902,262,492,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,279,536,604,797,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1696,1894,1080,1255,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,445,630,1407,1543,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-15,1063,1256,723,949,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-15,1041,1257,620,787,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,336,470,1932,2041,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,369,565,873,991,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1616,1772,1764,1926,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,292,439,1761,1942,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,421,545,85,224,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,344,562,1031,1216,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1643,1887,1183,1394,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,332,504,1528,1725,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,562,643,1653,1745,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,442,639,1866,2012,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,473,585,1131,1249,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1773,1928,906,1033,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,516,667,1836,1985,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,517,625,98,200,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,406,554,1254,1392,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1779,1927,1422,1593,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1859,1957,1784,1896,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,287,430,485,612,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1692,1876,634,785,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1787,1931,1599,1710,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1702,1877,867,971,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1825,1969,1679,1874,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,428,560,1329,1442,True,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1945,1956,1662,1673,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1827,1991,718,836,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,502,576,114,211,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2332,2348,1774,1790,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2399,2410,871,883,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,349,470,1994,2048,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1430,1455,430,458,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,150,197,1524,1579,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,244,255,1001,1014,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2425,2448,303,336,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,1852,1956,571,736,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1416,1518,1912,1996,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,355,429,1880,1954,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1473,1586,0,69,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,492,565,963,1070,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,814,830,0,11,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1349,1445,1866,1999,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,109,198,1507,1581,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,156,168,1098,1108,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1507,1517,760,773,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,931,955,177,196,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-100,1900,1986,827,874,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2177,2221,1735,1775,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1584,1596,1526,1538,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2321,2338,1469,1481,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-203,412,548,0,48,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-15,1065,1195,932,1047,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1419,1442,815,841,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1887,1907,691,707,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,761,779,1424,1443,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,219,249,1980,2001,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1272,1298,1296,1334,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1225,1241,1315,1327,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2166,2235,1144,1214,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,789,802,831,846,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,629,648,550,570,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,171,254,60,106,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1361,1457,2,51,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1431,1493,1576,1662,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1427,1525,373,464,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2406,2448,879,939,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,231,265,315,343,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2354,2404,1505,1599,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1145,1182,215,251,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2247,2345,237,355,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1307,1400,64,115,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,2265,2347,342,402,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1374,1412,839,883,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,False,-101,1208,1251,360,391,False,False
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,610,793,210,393,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,860,1102,1050,1392,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,710,1128,1450,1924,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,1910,2153,1040,1347,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,570,646,810,937,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,640,949,580,747,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,1910,2211,180,366,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,800,1190,260,554,True,True
1372,05df85da-a0ec-4f92-babd-eef64a3b7f86.jpg,True,-50,1590,1834,0,206,True,True
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1674,1877,1338,1489,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,427,594,1572,1723,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1593,1771,1793,1960,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-100,943,967,53,92,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1778,2047,1303,1519,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,374,490,195,307,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,507,591,1605,1678,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1590,1933,1754,1989,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,406,531,91,226,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1641,1816,1876,2045,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1820,2008,1656,1832,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1786,2049,1905,2046,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,424,534,3,127,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,435,575,172,290,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,426,539,1615,1740,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,480,677,1922,2047,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,434,562,1730,1852,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-15,1052,1216,1849,2045,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,493,598,355,469,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1776,2017,1237,1381,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,445,636,0,96,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,458,530,293,384,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,328,649,1780,2041,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1717,1888,1610,1793,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,484,565,955,1042,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,469,562,475,540,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,183,166,258,556,638,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1694,2025,1445,1706,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1821,1972,1160,1300,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,495,616,994,1102,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,457,587,1072,1181,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1811,1903,719,800,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1788,1904,775,851,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,103,1219,1474,427,663,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1785,1845,495,576,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,399,514,240,344,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,436,551,846,970,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,441,547,1222,1291,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,555,666,1074,1141,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,520,617,511,636,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,407,512,946,1058,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,530,682,1650,1786,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1797,2008,0,159,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-50,2102,2233,620,814,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,472,576,665,791,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,149,141,181,912,976,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1827,1918,279,371,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,569,635,70,135,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,473,595,1377,1477,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,1818,1884,446,518,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-15,1032,1227,1343,1583,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,183,2168,2243,449,539,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-15,966,1173,478,682,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,149,356,416,683,782,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,89,15,299,1427,1619,True,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,0,18,1052,1133,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,201,217,1089,1105,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,2460,2365,2447,0,86,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,537,638,30,140,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2339,2448,1952,2047,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-15,1100,1215,1937,2047,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1087,1104,1559,1578,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,151,171,326,339,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,990,1005,1347,1366,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,145,189,885,957,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-100,2302,2352,1805,1840,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2370,2399,37,75,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1440,1453,1679,1692,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,256,345,1750,1835,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,441,537,1605,1687,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1424,1440,1818,1832,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,239,334,1823,1916,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,176,189,1916,1927,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1945,1959,536,556,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2149,2227,1923,2024,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1112,1127,240,256,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,152,172,1430,1460,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2005,2032,1087,1109,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,444,506,399,450,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1286,1427,428,528,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,369,453,195,265,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1487,1526,1,19,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2407,2442,2015,2045,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,528,619,1653,1745,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,886,898,1950,1963,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-100,1452,1515,1593,1676,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-100,1740,1784,430,511,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1409,1509,478,579,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1834,1865,983,1011,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,535,574,1524,1547,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1946,2019,353,414,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,215,231,1011,1027,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-100,58,104,998,1035,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,230,247,1810,1823,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,462,526,442,497,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1852,1940,178,251,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1790,1919,213,285,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,476,506,1570,1604,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,589,673,1871,1936,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1437,1469,1550,1573,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,241,375,1749,1914,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1823,1923,1101,1175,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,138,168,1694,1711,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-203,500,573,236,291,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,222,235,958,972,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2122,2136,1735,1750,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,209,248,2000,2039,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,9,58,1118,1160,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,172,187,1064,1079,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,773,800,0,12,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2067,2085,231,249,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1404,1477,1927,1974,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2369,2383,209,223,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,766,855,1186,1247,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,542,572,621,651,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-100,1386,1582,1395,1571,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,143,182,2017,2045,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1636,1717,0,28,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1383,1452,1812,1877,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,646,664,1003,1020,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2276,2308,24,42,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,23,45,1060,1079,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2427,2447,628,656,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2339,2354,1620,1643,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,133,175,1393,1444,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2334,2432,965,1015,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,104,139,1781,1824,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,41,56,1652,1670,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,0,37,1588,1611,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,638,742,0,60,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,1491,1528,1985,2009,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,0,53,1475,1510,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,189,235,1520,1570,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,409,463,1356,1431,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,2003,2109,987,1111,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,85,127,920,952,False,False
1372,0c73e4c9-c1b9-4439-8b8f-f24080f35b38.jpg,False,-101,687,777,1715,1843,False,False
